"";"from";"to";"value"
"989868";"654";"954";1
"989935";"721";"954";1
"989983";"769";"954";1
"990525";"273";"955";1
"990985";"733";"955";1
"991065";"813";"955";1
"991475";"185";"956";1
"991581";"291";"956";1
"991612";"322";"956";1
"992038";"748";"956";1
"992275";"985";"956";1
"992410";"82";"957";1
"992488";"160";"957";1
"992616";"288";"957";1
"993153";"825";"957";1
"993326";"998";"957";1
"993595";"229";"958";1
"995694";"252";"960";1
"995842";"400";"960";1
"995869";"427";"960";1
"996049";"607";"960";1
"996069";"627";"960";1
"996099";"657";"960";1
"996444";"1002";"960";1
"996536";"56";"961";1
"996580";"100";"961";1
"996949";"469";"961";1
"996993";"513";"961";1
"997015";"535";"961";1
"997019";"539";"961";1
"997479";"999";"961";1
"998315";"797";"962";1
"999493";"937";"963";1
"999768";"174";"964";1
"999902";"308";"964";1
"999906";"312";"964";1
"999995";"401";"964";1
"1000579";"985";"964";1
"1000673";"41";"965";1
"1000755";"123";"965";1
"1000795";"163";"965";1
"1000922";"290";"965";1
"1001499";"867";"965";1
"1001770";"100";"966";1
"1001779";"109";"966";1
"1003879";"133";"968";1
"1003986";"240";"968";1
"1005224";"440";"969";1
"1005472";"688";"969";1
"1005671";"887";"969";1
"1006239";"417";"970";1
"1006436";"614";"970";1
"1006717";"895";"970";1
"1007006";"146";"971";1
"1007504";"644";"971";1
"1007789";"929";"971";1
"1009298";"362";"973";1
"1009333";"397";"973";1
"1009932";"996";"973";1
"1010128";"154";"974";1
"1010135";"161";"974";1
"1010219";"245";"974";1
"1010506";"532";"974";1
"1010540";"566";"974";1
"1010592";"618";"974";1
"1011314";"302";"975";1
"1011768";"756";"975";1
"1012133";"83";"976";1
"1012321";"271";"976";1
"1012691";"641";"976";1
"1012889";"839";"976";1
"1012906";"856";"976";1
"1012926";"876";"976";1
"1013114";"26";"977";1
"1013215";"127";"977";1
"1013615";"527";"977";1
"1013984";"896";"977";1
"1014345";"219";"978";1
"1014857";"731";"978";1
"1014931";"805";"978";1
"1015594";"430";"979";1
"1016101";"937";"979";1
"1016262";"60";"980";1
"1016392";"190";"980";1
"1017136";"934";"980";1
"1017474";"234";"981";1
"1017815";"575";"981";1
"1018084";"844";"981";1
"1018122";"882";"981";1
"1018454";"176";"982";1
"1018651";"373";"982";1
"1018754";"476";"982";1
"1018912";"634";"982";1
"1019098";"820";"982";1
"1019132";"854";"982";1
"1019177";"899";"982";1
"1019192";"914";"982";1
"1019379";"63";"983";1
"1019470";"154";"983";1
"1019761";"445";"983";1
"1019848";"532";"983";1
"1020072";"756";"983";1
"1020156";"840";"983";1
"1020275";"959";"983";1
"1020290";"974";"983";1
"1020509";"155";"984";1
"1020767";"413";"984";1
"1020969";"615";"984";1
"1020978";"624";"984";1
"1021173";"819";"984";1
"1021264";"910";"984";1
"1021366";"1012";"984";1
"1021577";"185";"985";1
"1021989";"597";"985";1
"1022335";"943";"985";1
"1022348";"956";"985";1
"1022356";"964";"985";1
"1022708";"278";"986";1
"1022731";"301";"986";1
"1022895";"465";"986";1
"1023478";"10";"987";1
"1023690";"222";"987";1
"1023858";"390";"987";1
"1024332";"864";"987";1
"1024791";"285";"988";1
"1024913";"407";"988";1
"1025670";"126";"989";1
"1026248";"704";"989";1
"1026382";"838";"989";1
"1026438";"894";"989";1
"1026802";"220";"990";1
"1027048";"466";"990";1
"1027447";"865";"990";1
"1027917";"297";"991";1
"1028269";"649";"991";1
"1028431";"811";"991";1
"1028797";"139";"992";1
"1029291";"633";"992";1
"1029382";"724";"992";1
"1029604";"946";"992";1
"1029965";"269";"993";1
"1030787";"53";"994";1
"1031181";"447";"994";1
"1031255";"521";"994";1
"1031650";"916";"994";1
"1032116";"344";"995";1
"1032272";"500";"995";1
"1032306";"534";"995";1
"1032646";"874";"995";1
"1032834";"24";"996";1
"1033207";"397";"996";1
"1033413";"603";"996";1
"1033699";"889";"996";1
"1033783";"973";"996";1
"1034402";"554";"997";1
"1034406";"558";"997";1
"1034439";"591";"997";1
"1034470";"622";"997";1
"1034756";"908";"997";1
"1034794";"946";"997";1
"1035227";"341";"998";1
"1035670";"784";"998";1
"1035687";"801";"998";1
"1036345";"421";"999";1
"1037723";"761";"1000";1
"1037784";"822";"1000";1
"1038140";"140";"1001";1
"1038315";"315";"1001";1
"1039290";"252";"1002";1
"1039690";"652";"1002";1
"1039695";"657";"1002";1
"1039998";"960";"1002";1
"1040617";"541";"1003";1
"1040652";"576";"1003";1
"1041114";"1038";"1003";1
"1042458";"306";"1005";1
"1042650";"498";"1005";1
"1043043";"891";"1005";1
"1044201";"1011";"1006";1
"1044205";"1015";"1006";1
"1044208";"1018";"1006";1
"1045236";"1008";"1007";1
"1045238";"1010";"1007";1
"1045244";"1016";"1007";1
"1045248";"1020";"1007";1
"1045251";"1023";"1007";1
"1048356";"1014";"1010";1
"1049296";"916";"1011";1
"1049386";"1006";"1011";1
"1049398";"1018";"1011";1
"1049698";"280";"1012";1
"1050006";"588";"1012";1
"1050129";"711";"1012";1
"1051067";"611";"1013";1
"1051464";"1008";"1013";1
"1051479";"1023";"1013";1
"1051481";"1025";"1013";1
"1051489";"1033";"1013";1
"1051490";"1034";"1013";1
"1051969";"475";"1014";1
"1052504";"1010";"1014";1
"1053535";"1003";"1015";1
"1053538";"1006";"1015";1
"1053550";"1018";"1015";1
"1053567";"1035";"1015";1
"1053570";"1038";"1015";1
"1054577";"1007";"1016";1
"1054578";"1008";"1016";1
"1054593";"1023";"1016";1
"1054598";"1028";"1016";1
"1054606";"1036";"1016";1
"1055147";"539";"1017";1
"1055480";"872";"1017";1
"1056652";"1006";"1018";1
"1056657";"1011";"1018";1
"1056661";"1015";"1018";1
"1056681";"1035";"1018";1
"1057011";"327";"1019";1
"1057030";"346";"1019";1
"1057496";"812";"1019";1
"1058729";"1007";"1020";1
"1058750";"1028";"1020";1
"1058758";"1036";"1020";1
"1059512";"752";"1021";1
"1060029";"231";"1022";1
"1060155";"357";"1022";1
"1060421";"623";"1022";1
"1060689";"891";"1022";1
"1061843";"1007";"1023";1
"1061852";"1016";"1023";1
"1061865";"1029";"1023";1
"1062405";"531";"1024";1
"1063946";"1034";"1025";1
"1064954";"1004";"1026";1
"1064982";"1032";"1026";1
"1065067";"79";"1027";1
"1067042";"1016";"1028";1
"1067046";"1020";"1028";1
"1067062";"1036";"1028";1
"1069047";"945";"1030";1
"1069117";"1015";"1030";1
"1069135";"1033";"1030";1
"1069140";"1038";"1030";1
"1069241";"101";"1031";1
"1069328";"188";"1031";1
"1069419";"279";"1031";1
"1069684";"544";"1031";1
"1069697";"557";"1031";1
"1069796";"656";"1031";1
"1069870";"730";"1031";1
"1070061";"921";"1031";1
"1070085";"945";"1031";1
"1071182";"1004";"1032";1
"1071204";"1026";"1032";1
"1072156";"940";"1033";1
"1072224";"1008";"1033";1
"1072246";"1030";"1033";1
"1072250";"1034";"1033";1
"1073215";"961";"1034";1
"1073262";"1008";"1034";1
"1073277";"1023";"1034";1
"1073279";"1025";"1034";1
"1073282";"1028";"1034";1
"1073287";"1033";"1034";1
"1073290";"1036";"1034";1
"1074307";"1015";"1035";1
"1074310";"1018";"1035";1
"1075346";"1016";"1036";1
"1075350";"1020";"1036";1
"1075358";"1028";"1036";1
"1075364";"1034";"1036";1
"1075855";"487";"1037";1
"1076015";"647";"1037";1
"1076120";"752";"1037";1
"1076561";"155";"1038";1
"1076881";"475";"1038";1
"1077409";"1003";"1038";1
"1077421";"1015";"1038";1
"1077436";"1030";"1038";1
"1077438";"1032";"1038";1
